Vehicle [frontAxleOnA=98186, rearAxleOnA=98333, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=27369601, rearAxleOnA=27369724, frontAxleOnB=27369603, rearAxleOnB=27369727, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27375481, rearAxleOnA=27375613, frontAxleOnB=27375483, rearAxleOnB=27375615, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27379213, rearAxleOnA=27379336, frontAxleOnB=27379216, rearAxleOnB=27379339, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27400157, rearAxleOnA=27400288, frontAxleOnB=27400159, rearAxleOnB=27400291, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27412847, rearAxleOnA=27412967, frontAxleOnB=27412850, rearAxleOnB=27412970, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27420470, rearAxleOnA=27420650, frontAxleOnB=27420474, rearAxleOnB=27420654, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27433335, rearAxleOnA=27433469, frontAxleOnB=27433338, rearAxleOnB=27433471, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27439031, rearAxleOnA=27439186, frontAxleOnB=27439034, rearAxleOnB=27439189, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27446484, rearAxleOnA=27446636, frontAxleOnB=27446488, rearAxleOnB=27446639, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27448202, rearAxleOnA=27448332, frontAxleOnB=27448204, rearAxleOnB=27448335, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27449357, rearAxleOnA=27449523, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27451546, rearAxleOnA=27451650, frontAxleOnB=27451549, rearAxleOnB=27451653, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27461963, rearAxleOnA=27462108, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27473533, rearAxleOnA=27473718, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27490287, rearAxleOnA=27490430, frontAxleOnB=27490290, rearAxleOnB=27490433, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27493747, rearAxleOnA=27493875, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27509771, rearAxleOnA=27509894, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27528665, rearAxleOnA=27528796, frontAxleOnB=27528668, rearAxleOnB=27528798, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27534267, rearAxleOnA=27534399, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27549044, rearAxleOnA=27549187, frontAxleOnB=27549046, rearAxleOnB=27549190, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27555055, rearAxleOnA=27555201, frontAxleOnB=27555058, rearAxleOnB=27555204, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27557350, rearAxleOnA=27557485, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27559072, rearAxleOnA=27559210, frontAxleOnB=27559075, rearAxleOnB=27559213, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27559580, rearAxleOnA=27559708, frontAxleOnB=27559583, rearAxleOnB=27559710, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27569288, rearAxleOnA=27569457, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27577956, rearAxleOnA=27578144, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27585431, rearAxleOnA=27585573, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27605102, rearAxleOnA=27605263, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27605463, rearAxleOnA=27605601, frontAxleOnB=27605466, rearAxleOnB=27605604, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27607090, rearAxleOnA=27607210, frontAxleOnB=27607093, rearAxleOnB=27607212, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27619708, rearAxleOnA=27619831, frontAxleOnB=27619710, rearAxleOnB=27619833, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27642214, rearAxleOnA=27642364, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27646922, rearAxleOnA=27647072, frontAxleOnB=27646925, rearAxleOnB=27647075, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27663291, rearAxleOnA=27663412, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27669181, rearAxleOnA=27669368, frontAxleOnB=27669185, rearAxleOnB=27669372, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27680659, rearAxleOnA=27680845, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27686192, rearAxleOnA=27686347, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27694519, rearAxleOnA=27694654, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27697091, rearAxleOnA=27697243, frontAxleOnB=27697094, rearAxleOnB=27697246, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27705060, rearAxleOnA=27705237, frontAxleOnB=27705064, rearAxleOnB=27705240, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27718321, rearAxleOnA=27718470, frontAxleOnB=27718324, rearAxleOnB=27718473, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27725232, rearAxleOnA=27725346, frontAxleOnB=27725235, rearAxleOnB=27725348, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27730285, rearAxleOnA=27730422, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27731530, rearAxleOnA=27731640, frontAxleOnB=27731532, rearAxleOnB=27731642, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27739265, rearAxleOnA=27739405, frontAxleOnB=27739267, rearAxleOnB=27739408, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27743916, rearAxleOnA=27744044, frontAxleOnB=27743919, rearAxleOnB=27744047, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27752936, rearAxleOnA=27753084, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27764702, rearAxleOnA=27764864, frontAxleOnB=27764705, rearAxleOnB=27764867, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27766527, rearAxleOnA=27766679, frontAxleOnB=27766530, rearAxleOnB=27766682, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27773936, rearAxleOnA=27774105, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27780114, rearAxleOnA=27780223, frontAxleOnB=27780117, rearAxleOnB=27780225, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27781761, rearAxleOnA=27781931, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27785231, rearAxleOnA=27785348, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27791696, rearAxleOnA=27791824, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27800980, rearAxleOnA=27801098, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27804812, rearAxleOnA=27804937, frontAxleOnB=27804815, rearAxleOnB=27804939, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27806050, rearAxleOnA=27806181, frontAxleOnB=27806052, rearAxleOnB=27806183, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27810319, rearAxleOnA=27810467, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27813914, rearAxleOnA=27814032, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27818322, rearAxleOnA=27818488, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27820557, rearAxleOnA=27820686, frontAxleOnB=27820560, rearAxleOnB=27820689, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27822984, rearAxleOnA=27823133, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27827733, rearAxleOnA=27827892, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27834323, rearAxleOnA=27834509, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27835569, rearAxleOnA=27835711, frontAxleOnB=27835571, rearAxleOnB=27835714, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27842989, rearAxleOnA=27843123, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27845226, rearAxleOnA=27845368, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27846402, rearAxleOnA=27846517, frontAxleOnB=27846404, rearAxleOnB=27846520, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27847825, rearAxleOnA=27847963, frontAxleOnB=27847828, rearAxleOnB=27847965, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27860064, rearAxleOnA=27860197, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27874273, rearAxleOnA=27874437, frontAxleOnB=27874276, rearAxleOnB=27874440, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27876990, rearAxleOnA=27877110, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27887018, rearAxleOnA=27887157, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27888725, rearAxleOnA=27888862, frontAxleOnB=27888727, rearAxleOnB=27888865, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27912459, rearAxleOnA=27912591, frontAxleOnB=27912462, rearAxleOnB=27912594, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27913063, rearAxleOnA=27913243, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27922767, rearAxleOnA=27922898, frontAxleOnB=27922770, rearAxleOnB=27922901, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27927617, rearAxleOnA=27927761, frontAxleOnB=27927620, rearAxleOnB=27927764, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27931210, rearAxleOnA=27931348, frontAxleOnB=27931213, rearAxleOnB=27931351, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27932680, rearAxleOnA=27932799, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27936870, rearAxleOnA=27937007, frontAxleOnB=27936873, rearAxleOnB=27937010, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27950588, rearAxleOnA=27950727, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27953296, rearAxleOnA=27953417, frontAxleOnB=27953298, rearAxleOnB=27953420, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27956272, rearAxleOnA=27956402, frontAxleOnB=27956275, rearAxleOnB=27956405, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27966870, rearAxleOnA=27967009, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27968282, rearAxleOnA=27968420, frontAxleOnB=27968285, rearAxleOnB=27968423, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27972552, rearAxleOnA=27972784, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27975398, rearAxleOnA=27975530, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27977881, rearAxleOnA=27978015, frontAxleOnB=27977884, rearAxleOnB=27978018, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=27998603, rearAxleOnA=27998753, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28023709, rearAxleOnA=28023855, frontAxleOnB=28023713, rearAxleOnB=28023858, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28030206, rearAxleOnA=28030351, frontAxleOnB=28030209, rearAxleOnB=28030354, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28037412, rearAxleOnA=28037553, frontAxleOnB=28037415, rearAxleOnB=28037556, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28044518, rearAxleOnA=28044630, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28066037, rearAxleOnA=28066231, frontAxleOnB=28066041, rearAxleOnB=28066235, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28079778, rearAxleOnA=28079892, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28082505, rearAxleOnA=28082648, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28082848, rearAxleOnA=28082974, frontAxleOnB=28082850, rearAxleOnB=28082977, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28091620, rearAxleOnA=28091761, frontAxleOnB=28091622, rearAxleOnB=28091764, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28106673, rearAxleOnA=28106865, frontAxleOnB=28106677, rearAxleOnB=28106869, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28133404, rearAxleOnA=28133600, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28134957, rearAxleOnA=28135095, frontAxleOnB=28134959, rearAxleOnB=28135097, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28137105, rearAxleOnA=28137246, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28140911, rearAxleOnA=28141031, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28161459, rearAxleOnA=28161608, frontAxleOnB=28161462, rearAxleOnB=28161611, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28168280, rearAxleOnA=28168432, frontAxleOnB=28168283, rearAxleOnB=28168435, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28175231, rearAxleOnA=28175381, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28176936, rearAxleOnA=28177050, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28178235, rearAxleOnA=28178407, frontAxleOnB=28178238, rearAxleOnB=28178411, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28190354, rearAxleOnA=28190458, frontAxleOnB=28190356, rearAxleOnB=28190460, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28202674, rearAxleOnA=28202790, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28205285, rearAxleOnA=28205444, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28217572, rearAxleOnA=28217710, frontAxleOnB=28217575, rearAxleOnB=28217713, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28236484, rearAxleOnA=28236604, frontAxleOnB=28236487, rearAxleOnB=28236607, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28242253, rearAxleOnA=28242416, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28242616, rearAxleOnA=28242751, frontAxleOnB=28242619, rearAxleOnB=28242754, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28244111, rearAxleOnA=28244236, frontAxleOnB=28244113, rearAxleOnB=28244239, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28246855, rearAxleOnA=28246987, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28261165, rearAxleOnA=28261343, frontAxleOnB=28261169, rearAxleOnB=28261346, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28262841, rearAxleOnA=28263019, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28268594, rearAxleOnA=28268704, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28277446, rearAxleOnA=28277596, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28277796, rearAxleOnA=28277923, frontAxleOnB=28277799, rearAxleOnB=28277925, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28283213, rearAxleOnA=28283351, frontAxleOnB=28283216, rearAxleOnB=28283354, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28307410, rearAxleOnA=28307540, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28307740, rearAxleOnA=28307867, frontAxleOnB=28307742, rearAxleOnB=28307869, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28308766, rearAxleOnA=28308932, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28315788, rearAxleOnA=28315968, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28318494, rearAxleOnA=28318623, frontAxleOnB=28318497, rearAxleOnB=28318625, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28328164, rearAxleOnA=28328270, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28331218, rearAxleOnA=28331355, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28332177, rearAxleOnA=28332315, frontAxleOnB=28332180, rearAxleOnB=28332318, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28335658, rearAxleOnA=28335809, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28365534, rearAxleOnA=28365654, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28372011, rearAxleOnA=28372186, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28378440, rearAxleOnA=28378611, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28381603, rearAxleOnA=28381743, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28381943, rearAxleOnA=28382075, frontAxleOnB=28381945, rearAxleOnB=28382077, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28389040, rearAxleOnA=28389195, frontAxleOnB=28389043, rearAxleOnB=28389198, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28391647, rearAxleOnA=28391766, frontAxleOnB=28391650, rearAxleOnB=28391769, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28399749, rearAxleOnA=28399903, frontAxleOnB=28399752, rearAxleOnB=28399906, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28407090, rearAxleOnA=28407232, frontAxleOnB=28407093, rearAxleOnB=28407235, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28408501, rearAxleOnA=28408626, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28414349, rearAxleOnA=28414511, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28415997, rearAxleOnA=28416141, frontAxleOnB=28416000, rearAxleOnB=28416144, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28439695, rearAxleOnA=28439846, frontAxleOnB=28439698, rearAxleOnB=28439849, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28455004, rearAxleOnA=28455131, frontAxleOnB=28455007, rearAxleOnB=28455134, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28483536, rearAxleOnA=28483674, frontAxleOnB=28483539, rearAxleOnB=28483677, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28491627, rearAxleOnA=28491811, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28495038, rearAxleOnA=28495165, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28507811, rearAxleOnA=28507978, frontAxleOnB=28507815, rearAxleOnB=28507981, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28509381, rearAxleOnA=28509521, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28509721, rearAxleOnA=28509867, frontAxleOnB=28509724, rearAxleOnB=28509870, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28521107, rearAxleOnA=28521246, frontAxleOnB=28521110, rearAxleOnB=28521249, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28532283, rearAxleOnA=28532490, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28532690, rearAxleOnA=28532818, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28533018, rearAxleOnA=28533175, frontAxleOnB=28533021, rearAxleOnB=28533178, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28538771, rearAxleOnA=28538954, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28541777, rearAxleOnA=28541914, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28547897, rearAxleOnA=28548036, frontAxleOnB=28547899, rearAxleOnB=28548039, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28549794, rearAxleOnA=28549946, frontAxleOnB=28549797, rearAxleOnB=28549949, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28573215, rearAxleOnA=28573356, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28579773, rearAxleOnA=28579899, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28602566, rearAxleOnA=28602723, frontAxleOnB=28602569, rearAxleOnB=28602726, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28603832, rearAxleOnA=28603970, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28617047, rearAxleOnA=28617221, frontAxleOnB=28617051, rearAxleOnB=28617224, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28618088, rearAxleOnA=28618210, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28621964, rearAxleOnA=28622111, frontAxleOnB=28621967, rearAxleOnB=28622114, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28625603, rearAxleOnA=28625733, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28628109, rearAxleOnA=28628232, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28629081, rearAxleOnA=28629199, frontAxleOnB=28629083, rearAxleOnB=28629201, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28630250, rearAxleOnA=28630402, frontAxleOnB=28630253, rearAxleOnB=28630405, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28631845, rearAxleOnA=28631985, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28634041, rearAxleOnA=28634214, frontAxleOnB=28634044, rearAxleOnB=28634218, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28651497, rearAxleOnA=28651668, frontAxleOnB=28651500, rearAxleOnB=28651671, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28662834, rearAxleOnA=28662987, frontAxleOnB=28662837, rearAxleOnB=28662990, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28675443, rearAxleOnA=28675550, frontAxleOnB=28675445, rearAxleOnB=28675553, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28676630, rearAxleOnA=28676763, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28681070, rearAxleOnA=28681189, frontAxleOnB=28681072, rearAxleOnB=28681192, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28683587, rearAxleOnA=28683724, frontAxleOnB=28683589, rearAxleOnB=28683727, direction=SOUTH_BOUND, day=THREE]
Vehicle [frontAxleOnA=28692670, rearAxleOnA=28692906, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=THREE]
